"Label (Grouping)","Census Tract 3566.01, Middlesex County, Massachusetts!!Estimate","Census Tract 3566.01, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3566.02, Middlesex County, Massachusetts!!Estimate","Census Tract 3566.02, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3567.02, Middlesex County, Massachusetts!!Estimate","Census Tract 3567.02, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3572, Middlesex County, Massachusetts!!Estimate","Census Tract 3572, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3576, Middlesex County, Massachusetts!!Estimate","Census Tract 3576, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3577, Middlesex County, Massachusetts!!Estimate","Census Tract 3577, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3578, Middlesex County, Massachusetts!!Estimate","Census Tract 3578, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3583, Middlesex County, Massachusetts!!Estimate","Census Tract 3583, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3681.01, Middlesex County, Massachusetts!!Estimate","Census Tract 3681.01, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3681.02, Middlesex County, Massachusetts!!Estimate","Census Tract 3681.02, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3682, Middlesex County, Massachusetts!!Estimate","Census Tract 3682, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3683, Middlesex County, Massachusetts!!Estimate","Census Tract 3683, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3684, Middlesex County, Massachusetts!!Estimate","Census Tract 3684, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3685, Middlesex County, Massachusetts!!Estimate","Census Tract 3685, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3688, Middlesex County, Massachusetts!!Estimate","Census Tract 3688, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3689.01, Middlesex County, Massachusetts!!Estimate","Census Tract 3689.01, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3689.02, Middlesex County, Massachusetts!!Estimate","Census Tract 3689.02, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3691, Middlesex County, Massachusetts!!Estimate","Census Tract 3691, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3701.02, Middlesex County, Massachusetts!!Estimate","Census Tract 3701.02, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3702.01, Middlesex County, Massachusetts!!Estimate","Census Tract 3702.01, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3702.02, Middlesex County, Massachusetts!!Estimate","Census Tract 3702.02, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3703, Middlesex County, Massachusetts!!Estimate","Census Tract 3703, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3704, Middlesex County, Massachusetts!!Estimate","Census Tract 3704, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3731, Middlesex County, Massachusetts!!Estimate","Census Tract 3731, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3733, Middlesex County, Massachusetts!!Estimate","Census Tract 3733, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3738, Middlesex County, Massachusetts!!Estimate","Census Tract 3738, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3745, Middlesex County, Massachusetts!!Estimate","Census Tract 3745, Middlesex County, Massachusetts!!Margin of Error","Census Tract 3747, Middlesex County, Massachusetts!!Estimate","Census Tract 3747, Middlesex County, Massachusetts!!Margin of Error"
"Median family income in the past 12 months (in 2010 inflation-adjusted dollars)","108,911","±31,343","97,569","±13,448","123,583","±14,182","165,375","±61,679","101,735","±4,864","76,322","±7,308","133,958","±20,505","131,250","±17,332","100,625","±13,257","102,083","±21,031","112,778","±27,632","78,088","±28,579","83,036","±7,445","52,976","±14,587","76,929","±10,364","92,404","±23,163","59,375","±25,207","87,109","±13,383","75,192","±15,098","96,569","±10,661","112,167","±21,714","69,333","±18,991","96,786","±12,684","102,171","±27,875","113,920","±16,916","126,875","±28,126","134,250","±22,826","131,167","±19,746"
